title,exercise_type,target_muscle_group,equipment,experience_level,exercise_rating,exercise_rating_description,alternative_exercises
JM Press,Strength,Triceps,Barbell,Beginner,0,N/A,N/A
One-Arm Kettlebell Split Jerk,Strength,Shoulders,Kettlebells,Beginner,0,N/A,N/A
Yates Row,Strength,Middle Back,Barbell,Beginner,0,N/A,Bent Over Barbell Row
Tall Muscle Snatch,Olympic Weightlifting,Shoulders,Barbell,Beginner,0,N/A,N/A
Log Lift,Strongman,Shoulders,Other,Beginner,0,N/A,Push-press
Kettlebell Seesaw Press,Strength,Shoulders,N/A,Intermediate,0,N/A,N/A
Glute Bridge Hamstring Walkout,Strength,Glutes,N/A,Intermediate,0,N/A,N/A
Around-the-world pull-up,Strength,Lats,Other,Beginner,0,N/A,N/A
Partner front Russian twist and pass,Strength,Abdominals,Medicine Ball,Beginner,0,N/A,Russian twist
Power Stairs,Strongman,Hamstrings,Other,Beginner,0,N/A,"Kettlebell sumo deadlift high pull,Sumo deadlift"
Kettlebell sumo squat,Strength,Quadriceps,Kettlebells,Intermediate,0,N/A,Wide-Stance Leg Press
Star Jump,Plyometrics,Quadriceps,Body Only,Beginner,0,N/A,N/A
Medicine ball push-up,Strength,Chest,Medicine Ball,Intermediate,0,N/A,N/A
Sled Overhead Triceps Extension,Strength,Triceps,Other,Beginner,0,N/A,N/A
Sit-up with single-arm overhand throw,Plyometrics,Abdominals,Medicine Ball,Intermediate,0,N/A,N/A
Standing hip circle,Stretching,Abductors,Body Only,Intermediate,0,N/A,Hip Circles (Prone)
One-Arm Kettlebell Military Press To The Side,Strength,Shoulders,Kettlebells,Beginner,0,N/A,N/A
Side Lunge Touching Heel,Strength,Quadriceps,Body Only,Intermediate,0,N/A,N/A
One-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,0,N/A,N/A
Medicine ball partner twist,Plyometrics,Abdominals,Medicine Ball,Intermediate,0,N/A,N/A
Dumbbell lateral hop,Plyometrics,Quadriceps,Dumbbell,Intermediate,0,N/A,N/A
Snatch Pull,Strength,Hamstrings,Barbell,Beginner,0,N/A,Clean Pull 
Lying Prone Quadriceps,Stretching,Quadriceps,Body Only,Beginner,0,N/A,N/A
Hanging knee raise with manual resistance,Strength,Abdominals,Body Only,Beginner,0,N/A,N/A
Axle Clean And Press,Strongman,Shoulders,Barbell,Beginner,0,N/A,Clean and press
Double Kettlebell Snatch,Strength,Shoulders,Kettlebells,Beginner,0,N/A,N/A
Dumbbell lunge with biceps curl,Strength,Quadriceps,Dumbbell,Intermediate,0,N/A,N/A
Hurdle Hops,Plyometrics,Hamstrings,Body Only,Intermediate,0,N/A,N/A
Kettlebell 3-point leg extension,Strength,Abdominals,Kettlebells,Intermediate,0,N/A,N/A
Russian Bar Dip,Strength,Triceps,Body Only,Intermediate,0,N/A,N/A
Floor Press with Chains,Powerlifting,Triceps,Barbell,Beginner,0,N/A,"Board bench press,Floor Press"
Body Triceps Press Using Flat Bench,Strength,Triceps,Other,Intermediate,0,N/A,N/A
Straight-Legged Hip Raise,Strength,Abdominals,Body Only,Intermediate,0,N/A,"V-up,Lying bench reverse crunch,Bent-knee reverse crunch"
Lateral cone hop,Plyometrics,Adductors,Body Only,Intermediate,0,N/A,N/A
One-Arm Push-Up,Strength,Chest,Body Only,Beginner,0,N/A,N/A
Fast Kick With Arm Circles,Cardio,Quadriceps,Body Only,Beginner,0,N/A,N/A
Power Snatch from Blocks,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0,N/A,"Hang Snatch,Power Snatch"
Dumbbell Pistol Squat,Strength,Quadriceps,Dumbbell,Beginner,0,N/A,N/A
Wall mountain climber,Plyometrics,Abdominals,Body Only,Intermediate,0,N/A,N/A
Seated Hamstring and Calf Stretch,Stretching,Hamstrings,Other,Beginner,0,N/A,N/A
Burpee Box-Jumps,Plyometrics,Quadriceps,Other,Intermediate,0,N/A,Burpee tuck jump
Suspended Chest Fly,Strength,Chest,Other,Beginner,0,N/A,N/A
Single-leg box squat,Strength,Quadriceps,Body Only,Intermediate,0,N/A,N/A
Jerk Balance,Olympic Weightlifting,Shoulders,Barbell,Beginner,0,N/A,"Clean and jerk,Push-jerk"
Defensive Slide,Cardio,Quadriceps,Body Only,Beginner,0,N/A,N/A
Front Squat (Bodybuilder),Strength,Quadriceps,Barbell,Intermediate,0,N/A,Weighted sissy squat
Partner Flat-Bench Back Extension,Strength,Lower Back,Other,Beginner,0,N/A,N/A
Quick Leap,Plyometrics,Quadriceps,Body Only,Intermediate,0,N/A,N/A
Skin The Cat To Push-Up,Strength,Abdominals,Body Only,Intermediate,0,N/A,N/A
Suspended Triceps Press,Strength,Triceps,Other,Beginner,0,N/A,Cable overhead triceps extension
Standing suspended rear delt fly,Strength,Shoulders,Other,Intermediate,0,N/A,"Back Flyes - With Bands,Standing cable rear delt row,Standing crossed-cable rear delt fly"
Sandbag Load,Strongman,Quadriceps,Other,Beginner,0,N/A,Atlas Stones
Partner Superman with alternating high-five,Strength,Lower Back,Body Only,Beginner,0,N/A,N/A
Partner lying leg raise with lateral throw down,Strength,Abdominals,Body Only,Beginner,0,N/A,N/A
Partner plank with high-five,Strength,Abdominals,N/A,Intermediate,0,N/A,N/A
Kettlebell Hang Clean,Strength,Hamstrings,Kettlebells,Beginner,0,N/A,N/A
Dumbbell Squat Snatch,Strength,Quadriceps,Dumbbell,Beginner,0,N/A,N/A
Clapping Push-Up,Plyometrics,Chest,Body Only,Beginner,0,N/A,N/A
Suspended Hip Thrust,Strength,Glutes,Other,Beginner,0,N/A,N/A
Svend press,Strength,Chest,Other,Beginner,0,N/A,N/A
Hanging Bar Good Morning,Powerlifting,Hamstrings,Barbell,Beginner,0,N/A,"Good Morning,Band Good Morning,Band Good Morning (Pull Through)"
Vertical Mountain Climber,Cardio,Quadriceps,Body Only,Beginner,0,N/A,N/A
Barbell step-down reverse lunge,Strength,Quadriceps,Barbell,Intermediate,0,N/A,N/A
Split Squat With Kettlebells,Strength,Quadriceps,N/A,Intermediate,0,N/A,Dumbbell reverse lunge
Standing Two-Arm Overhead Throw,Plyometrics,Shoulders,Medicine Ball,Beginner,0,N/A,"Medicine ball slam,Sledgehammer swing"
Double Kettlebell Alternating Hang Clean,Strength,Hamstrings,Kettlebells,Beginner,0,N/A,N/A
Keg Load,Strongman,Lower Back,Other,Beginner,0,N/A,"Atlas Stones,Sandbag Load"
Reverse Burpee,Plyometrics,Quadriceps,Body Only,Beginner,0,N/A,N/A
Football Up-Down,Cardio,Quadriceps,Body Only,Beginner,0,N/A,N/A
Waiter&#x27;s carry,Strength,Shoulders,Other,Intermediate,0,N/A,N/A
Shadow boxing,Cardio,Shoulders,Body Only,Intermediate,0,N/A,N/A
Dumbbell Clean And Jerk,Strength,Shoulders,Dumbbell,Beginner,0,N/A,N/A
Kettlebell thruster progression,Strength,Quadriceps,Kettlebells,Intermediate,0,N/A,N/A
Hip Stretch With Twist,Stretching,Hamstrings,Body Only,Beginner,0,N/A,N/A
Linear 3-Part Start Technique,Plyometrics,Hamstrings,Body Only,Intermediate,0,N/A,N/A
Chest Push (single response),Plyometrics,Chest,Medicine Ball,Beginner,0,N/A,N/A
Jump lunge heel kick,Plyometrics,Quadriceps,Body Only,Intermediate,0,N/A,N/A
Partner side plank band row,Strength,Middle Back,Bands,Intermediate,0,N/A,N/A
Reverse Band Sumo Deadlift,Powerlifting,Hamstrings,Barbell,Beginner,0,N/A,"Sumo deadlift,Sumo Deadlift with Bands,Sumo Deadlift with Chains"
Plate Row,Strength,Middle Back,Barbell,Beginner,0,N/A,Bent Over Barbell Row
Burpee box jump,Plyometrics,Quadriceps,Body Only,Intermediate,0,N/A,Burpee tuck jump
Hand Release Push-Up,Strength,Chest,N/A,Intermediate,0,N/A,N/A
Muscle Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0,N/A,"Single-arm kettlebell snatch,Power Snatch,Power Snatch from Blocks"
Partner side Russian twist and pass,Strength,Abdominals,Medicine Ball,Beginner,0,N/A,N/A
Chest Push with Run Release,Plyometrics,Chest,Medicine Ball,Beginner,0,N/A,N/A
Kettlebell power clean,Strength,Quadriceps,Kettlebells,Intermediate,0,N/A,N/A
Alternating Leg Swing,Stretching,Hamstrings,Body Only,Beginner,0,N/A,N/A
Seated wide-grip curl to close-grip curl,Strength,Biceps,Barbell,Beginner,0,N/A,N/A
Linear Depth Jump,Plyometrics,Quadriceps,Body Only,Intermediate,0,N/A,N/A
Assisted Chin-Up,Strength,Lats,Bands,Beginner,0,N/A,Reverse-grip lat pull-down
Lateral box jump,Plyometrics,Adductors,Other,Intermediate,0,N/A,N/A
Single-leg knee-tap squat,Strength,Quadriceps,Other,Intermediate,0,N/A,"Single-Leg Press,Single-leg box squat"
Band overhead triceps press,Strength,Triceps,Bands,Intermediate,0,N/A,N/A
Squat with Bands,Powerlifting,Quadriceps,Barbell,Beginner,0,N/A,"Squat with Chains,Reverse Band Power Squat"
Partner bench back extension,Strength,Lower Back,Other,Beginner,0,N/A,N/A
Slow Jog,Cardio,Quadriceps,Body Only,Beginner,0,N/A,N/A
Staggered push-up,Strength,Chest,Body Only,Beginner,0,N/A,Pushups
Dumbbell Alternating Lunge,Strength,Quadriceps,Dumbbell,Beginner,0,N/A,N/A
L-sit chin-up,Strength,Lats,Other,Beginner,0,N/A,N/A
Single-leg balance and reach,Stretching,Hamstrings,Body Only,Beginner,0,N/A,N/A
Hamstring slide,Strength,Hamstrings,Other,Beginner,0,N/A,N/A
Heaving Snatch Balance,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0,N/A,"Overhead squat,Hang Snatch"
Snatch Balance ,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0,N/A,"Overhead squat,Hang Snatch,Heaving Snatch Balance"
Kettlebell fire feet,Plyometrics,Quadriceps,Kettlebells,Intermediate,0,N/A,N/A
High knees,Cardio,Quadriceps,Body Only,Intermediate,0,N/A,Walking High Knees
Suitcase Dumbbell Carry,Strength,Forearms,Dumbbell,Intermediate,0,N/A,Dumbbell farmer&#x27;s walk
Reverse-grip hands-elevated push-up,Strength,Chest,Body Only,Beginner,0,N/A,"Push-Ups - Close Triceps Position,Neutral-grip dumbbell bench press"
Smith machine bench press throw,Strength,Chest,Machine,Beginner,0,N/A,N/A
Chest Push from 3 point stance,Plyometrics,Chest,Medicine Ball,Beginner,0,N/A,N/A
Bear crawl fire feet,Cardio,Shoulders,Body Only,Intermediate,0,N/A,N/A
Jumping Jack,Cardio,Quadriceps,Body Only,Intermediate,0,N/A,N/A
Seated Straigh-Bar Curl Superset,Strength,Biceps,Barbell,Beginner,0,N/A,N/A
Hanging leg raise with throw down,Strength,Abdominals,Body Only,Beginner,0,N/A,N/A
Split Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0,N/A,"Power snatch-,Snatch from Blocks"
Lateral Band Walk,Strength,Abductors,Bands,Intermediate,0,N/A,N/A
Straight-arm plank with kick-back,Strength,Triceps,Body Only,Intermediate,0,N/A,Tricep Dumbbell Kickback
Square Hop,Plyometrics,Quadriceps,Body Only,Beginner,0,N/A,N/A
Partner sit-up with high-five,Strength,Abdominals,Body Only,Beginner,0,N/A,N/A
Bosu Ball Squat,Strength,Quadriceps,Exercise Ball,Beginner,0,N/A,N/A
Hang Snatch - Below Knees,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0,N/A,"Power snatch-,Single-arm kettlebell snatch,Snatch from Blocks"
Running lunge,Plyometrics,Quadriceps,Body Only,Intermediate,0,N/A,N/A
Negative pull-up,Strength,Lats,Body Only,Intermediate,0,N/A,Band-assisted pull-up
Exercise ball knee roll-in,Strength,Abdominals,Body Only,Intermediate,0,N/A,"Knees tucked crunch,Hanging leg raise"
Partner lying leg raise with throw down,Strength,Abdominals,Body Only,Beginner,0,N/A,N/A
Dumbbell jump squat,Plyometrics,Quadriceps,Dumbbell,Intermediate,0,N/A,N/A
Reverse Band Bench Press,Powerlifting,Triceps,Barbell,Beginner,0,N/A,Bench Press with Chains
Leverage Deadlift,Strength,Quadriceps,Machine,Beginner,0,N/A,N/A
Smith machine lunge sprint,Strength,Quadriceps,None,Intermediate,0,N/A,"Alternating lunge jump,Split Squat with Dumbbells"
Wall sprawl,Plyometrics,Shoulders,Body Only,Intermediate,0,N/A,N/A
Medicine ball ninja,Plyometrics,Quadriceps,Medicine Ball,Intermediate,0,N/A,N/A
Crab toe-touch,Strength,Abdominals,Body Only,Intermediate,0,N/A,Suitcase crunch
In-out jump squat,Plyometrics,Quadriceps,Body Only,Intermediate,0,N/A,N/A
Feet-Elevated TRX Push-Up,Strength,Chest,Bands,Beginner,0,N/A,N/A
Car Deadlift,Strongman,Quadriceps,Other,Beginner,0,N/A,Rickshaw Deadlift 
Barbell Deadlift Bent Row Complex,Strength,Middle Back,Barbell,Beginner,0,N/A,N/A
Side kick-through,Strength,Abdominals,Body Only,Intermediate,0,N/A,N/A
Partner target sit-up,Strength,Abdominals,Body Only,Beginner,0,N/A,N/A
Neck Bridge Supine,Strength,Glutes,Body Only,Beginner,0,N/A,N/A
Barbell Squat To A Box,Strength,Quadriceps,Other,Beginner,0,N/A,N/A
Gorilla squat,Plyometrics,Quadriceps,Body Only,Intermediate,0,N/A,N/A
Dumbbell Side Lunge,Strength,Quadriceps,Dumbbell,Beginner,0,N/A,Lateral lunge
Two-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,0,N/A,N/A
Burpee tuck jump,Plyometrics,Quadriceps,Body Only,Intermediate,0,N/A,N/A
Towel dumbbell front raise,Strength,Shoulders,Other,Intermediate,0,N/A,N/A
Single-Arm Landmine Row,Strength,Middle Back,Barbell,Beginner,0,N/A,Bent Over Barbell Row
Partner plank band row,Strength,Abdominals,Bands,Intermediate,0,N/A,N/A
Double Under,Cardio,Quadriceps,Other,Beginner,0,N/A,N/A
Reverse Band Power Squat,Powerlifting,Quadriceps,Barbell,Beginner,0,N/A,"Squat with Bands,Squat with Chains"
Single Arm Overhead Kettlebell Squat,Strength,Quadriceps,Kettlebells,Intermediate,0,N/A,Single-arm kettlebell overhead squat
Speed skater,Plyometrics,Quadriceps,Body Only,Intermediate,0,N/A,N/A
High Kick,Stretching,Hamstrings,Body Only,Beginner,0,N/A,Lying hamstring stretch with band
Triple Clap Push-Up,Plyometrics,Chest,Body Only,Beginner,0,N/A,N/A
Jumping knee up-down,Plyometrics,Quadriceps,Body Only,Intermediate,0,N/A,N/A
Bar Push-Up Smith Machine,Plyometrics,Chest,Other,Beginner,0,N/A,N/A
Seated Band Hamstring Curl,Strength,Hamstrings,Other,Intermediate,0,N/A,N/A
Suspended Crunch,Strength,Abdominals,Body Only,Beginner,0,N/A,Barbell Ab Rollout - On Knees
Jump Lunge To Feet Jack,Plyometrics,Quadriceps,Body Only,Intermediate,0,N/A,N/A
Dave Draper Forehead Curl,Strength,Biceps,Barbell,Intermediate,n/a,Not Yet Rated,N/A
Walking High Knee,Strength,Glutes,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Walking Butt Kicks,Strength,Glutes,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Walking Glute Stretch,Strength,Glutes,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Side-To-Side Adductor Stretch,Strength,Adductors,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Reverse Lunge Rotation,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Lunge kick,Strength,Glutes,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Swiss Ball Ab Roll-Out,Strength,Abdominals,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
Curtsy lunge,Strength,Glutes,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Jump Lunge,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Side plank hip dip,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Elbow plank jack,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Exercise ball V-up,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Standing torso twist stretch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Band-suspended kettlebell bench press,Strength,Chest,Bands,Intermediate,n/a,Not Yet Rated,N/A
Machine low row-,Strength,Traps,Machine,Intermediate,n/a,Not Yet Rated,N/A
Reverse-grip EZ-bar curl,Strength,Biceps,Barbell,Intermediate,n/a,Not Yet Rated,N/A
Standing EZ-Bar Curl - Gethin Variation,Strength,Biceps,E-Z Curl Bar,Intermediate,n/a,Not Yet Rated,N/A
Cable EZ-Bar Preacher Curl - Gethin Variation,Strength,Biceps,Cable,Intermediate,n/a,Not Yet Rated,N/A
EZ-Bar Skullcrusher - Gethin Variation,Strength,Triceps,E-Z Curl Bar,Intermediate,n/a,Not Yet Rated,N/A
Squatting cable EZ-bar biceps curl,Strength,Biceps,Cable,Intermediate,n/a,Not Yet Rated,N/A
EZ-Bar Spider Curl - Gethin Variation,Strength,Biceps,Barbell,Intermediate,n/a,Not Yet Rated,N/A
Seated EZ-bar shrug,Strength,Shoulders,Barbell,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell crunch,Strength,Abdominals,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Crunch Isometric Hold Without Dumbbell - Gethin Variation,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Banded crunch isometric hold,Strength,Abdominals,Bands,Intermediate,n/a,Not Yet Rated,N/A
Straight-arm cable pull-over,Strength,Lats,Cable,Intermediate,n/a,Not Yet Rated,N/A
Machine Low Row,Strength,Middle Back,Machine,Intermediate,n/a,Not Yet Rated,N/A
Slalom jumps,Plyometrics,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Exercise Ball Cable Crunch - Gethin Variation,Strength,Abdominals,Cable,Intermediate,n/a,Not Yet Rated,N/A
Alternating standing knee-pull stretch,Stretching,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Alternating standing glute stretch,Stretching,Glutes,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Yoga plex,Stretching,Lower Back,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Bent Over Shoulder Y,Stretching,Shoulders,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Seal jack,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell shoulder press with body rotation,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Bear crawl,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Crab single-arm reach,Stretching,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Dynamic pigeon stretch,Strength,Abductors,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Exercise ball rear delt fly,Strength,Lower Back,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
Ball Hamstring Hat Trick,Strength,Hamstrings,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
Plate push,Cardio,Quadriceps,Other,Intermediate,n/a,Not Yet Rated,N/A
Side kick-through push-up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Side lunge cross-body heel-touch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Cross-over jack,Strength,Abductors,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Alligator Crawl,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Lying cross-over lower back stretch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Side-lying leg lift,Strength,Glutes,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Kneeling quad thoracic stretch,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Half bird dog,Stretching,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Shoulder L,Strength,Shoulders,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Hybrid deadlift,Strength,Quadriceps,Other,Intermediate,n/a,Not Yet Rated,N/A
Single-Leg Squat With Knee Tap,Strength,Quadriceps,Body Only,Expert,n/a,Not Yet Rated,N/A
Side plank with dumbbell external rotation,Strength,Forearms,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Shuttle run,Cardio,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell pull-over to skullcrusher,Strength,Middle Back,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Bent-over shoulder rotation,Strength,Shoulders,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
Squat Isometric Hold,Plyometrics,Quadriceps,Body Only,Expert,n/a,Not Yet Rated,N/A
Landmine Press and Catch,Strength,Forearms,Other,Intermediate,n/a,Not Yet Rated,N/A
Standing alternating band speed row,Strength,Forearms,Bands,Intermediate,n/a,Not Yet Rated,N/A
Plate halo,Strength,Forearms,Other,Intermediate,n/a,Not Yet Rated,N/A
Lying rear delt Y,Strength,Lower Back,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
Wall sit,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Standing Dumbbell Calf Raise,Strength,Calves,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Chin-Up,Strength,Lats,Body Only,Intermediate,n/a,Not Yet Rated,N/A
One-Arm Medicine Ball Slam,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Standing lat pull-down,Strength,Middle Back,Machine,Intermediate,n/a,Not Yet Rated,N/A
Band roundhouse elbow,Strength,Forearms,Bands,Intermediate,n/a,Not Yet Rated,N/A
Shoulder tap,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Double crunch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Flutter kick,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Sprawl,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Spider plank jack,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Exercise ball squat and twist,Strength,Abdominals,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
Exercise ball Bulgarian split squat,Strength,Quadriceps,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
Swiss Ball V-Up With Foot Pass,Strength,Abdominals,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
